,2437,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo 1792 Ph Active por 50 ml 2 por 1,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:386;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2438,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo 2540 Ph Active por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:235;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2439,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo 5275 Naturals & Protect por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:235;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2440,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo 5477 Active Fresh por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:235;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2441,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo 7521 Pro-5 En 1por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:235;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2442,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo 8260 Perfect Tone por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:235;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2443,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo 8789 Teen Spirit Fantasy Queen por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:235;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2444,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo 9061 Floral Fresh por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:235;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2445,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo Aclarado Perfecto mas Vita E por 50 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:235;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2446,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Deo Mini Double Defense por 6 Fcos. de 30 ml. cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:764;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2447,Sylius\\Component\\Core\\Model\\Product,Lady S Rol-On Mini 6492 Double Defense por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:100;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2448,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo 2526 Ph Active Fresh por 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:512;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2449,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo 5282 Naturals & Protect por 100 Grs.,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:547;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2450,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo 7569 Pro-5 En 1por 100 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:512;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2451,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo 8277 Perfect Tone por 100 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:512;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2452,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo 9054 Dbl/Df Floral Fresh por 100 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:547;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2453,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo Aclarado Perfecto mas Vita E por 100 Grs.,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:547;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2454,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo Cool Azul por 100 Grs.,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:512;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2455,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo Cool Verde por 100 Grs.,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:512;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2456,Sylius\\Component\\Core\\Model\\Product,Lady S Spray Deo O302 Teen Spirit Fashion 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:345;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2457,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Liq Suav. Renovad. por 221 ml 3776,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:455;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2458,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Liq Yoghurt & Frutis por 250 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:407;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2459,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Nat Paq. 0451 Exfoliacion Diaria por 130 Grs cada uno 5X6,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:431;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2460,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Nat Tripack Suavidad Radiante por 130 Grs cada uno 0609,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:297;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2461,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Nat Tripack 0555 Exfoliacion Diaria por 130 Grs cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:297;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2462,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Nat Tripack 0562 Sensacion Huectante por 130 Grs cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:297;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2463,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Nat Tripack 0968 Suavidad Exfoliante por 130 Grs cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:297;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2464,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Nat Tripack 0982 Tono Perfcto por 130 Grs cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:297;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2465,Sylius\\Component\\Core\\Model\\Product,Palmolive Jab Nat Tripack 0999 Suavidad Relajante por 130 Grs cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:297;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2466,Sylius\\Component\\Core\\Model\\Product,Plax Complete Care 6614 por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:336;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2467,Sylius\\Component\\Core\\Model\\Product,Plax Complete Care Clean Mint por 250 ml 1077,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:336;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2468,Sylius\\Component\\Core\\Model\\Product,Plax Complete Care Clean Mint por 500 ml 6621,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:739;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2469,Sylius\\Component\\Core\\Model\\Product,Plax Cool Mint 2 En 1 por 250 ml. 0228,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:739;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2470,Sylius\\Component\\Core\\Model\\Product,Plax Fresh Mint 2 En 1 por 250 ml. 0211,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:739;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2471,Sylius\\Component\\Core\\Model\\Product,Plax Ice 0252 por 500 ml mas Crema Colgat Total 12 Clean Mint 75 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:661;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2472,Sylius\\Component\\Core\\Model\\Product,Plax Ice 6089 por 60 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:97;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2473,Sylius\\Component\\Core\\Model\\Product,Plax Ice 6096 por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:336;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2474,Sylius\\Component\\Core\\Model\\Product,Plax Kids 6201 por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:336;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2475,Sylius\\Component\\Core\\Model\\Product,Plax Magic Tutti-Frutti 5952 por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:493;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2476,Sylius\\Component\\Core\\Model\\Product,Plax Menta Fresh Mint 6409 por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:336;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2477,Sylius\\Component\\Core\\Model\\Product,Plax S/Alcohol 0276 por 500 ml mas 250 ml Gratis,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:743;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2478,Sylius\\Component\\Core\\Model\\Product,Plax Soft Mint 0940 por 250 ml ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:336;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2479,Sylius\\Component\\Core\\Model\\Product,Plax Tea Fresh 6799 por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:336;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2480,Sylius\\Component\\Core\\Model\\Product,Plax Tea Fresh 6805 por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:743;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2481,Sylius\\Component\\Core\\Model\\Product,Plax Tea Fresh S/Alcohol por 500 ml. Gratis 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:743;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2482,Sylius\\Component\\Core\\Model\\Product,Plax Whiteneng 0352 por 250 ml mas Colgate Crema Maxwhite 75 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:493;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2483,Sylius\\Component\\Core\\Model\\Product,Plax Whitening 0146 por 500 ml mas Plax Whiten 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:795;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2484,Sylius\\Component\\Core\\Model\\Product,Plax Whitening 6379 por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:580;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2485,Sylius\\Component\\Core\\Model\\Product,Plax Whitening 6386 por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:930;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2486,Sylius\\Component\\Core\\Model\\Product,Plax Whitening Control Sarro 0245 por 500 ml mas Crema Colgate Total 12 75 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:795;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2487,Sylius\\Component\\Core\\Model\\Product,Plax Whitening Control Sarro 9659 por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:493;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2488,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Tripack 0653 Aloe ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:325;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2489,Sylius\\Component\\Core\\Model\\Product,Protex Jab Liq Corporal 4216 Avena por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:435;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2490,Sylius\\Component\\Core\\Model\\Product,Protex Jab Liq Corporal 4865 Vitamina E por 250 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:435;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2491,Sylius\\Component\\Core\\Model\\Product,Protex Jab Liq de Manos 0305 Balance por 221 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:454;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2492,Sylius\\Component\\Core\\Model\\Product,Protex Jab Liq de Manos 0313 Avena por 221 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:454;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2493,Sylius\\Component\\Core\\Model\\Product,Protex Jab Liq de Manos 0320 Aloe por 221 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:454;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2494,Sylius\\Component\\Core\\Model\\Product,Protex Jab Liq de Manos Vitamina E por 221 ml 3066,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:454;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2495,Sylius\\Component\\Core\\Model\\Product,Protex Jab Liq Men Sport Cuerpo y Cabello por 250 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:478;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2496,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Bipack Men Sport por 130 Grs. cada uno. ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:230;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2497,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Sixpack Men Sport por 130 Grs. cada uno. ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:717;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2498,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Tripack 0615 Avena ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:326;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2499,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Tripack 0622 Fresh ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:326;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2500,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Tripack 0660 Herbal ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:326;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2501,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Tripack 0714 Propolis,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:326;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2502,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Tripack 0820 Limpieza Profunda ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:326;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2503,Sylius\\Component\\Core\\Model\\Product,Protex Jab. Tripack 0967 Vitamina E,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:326;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2504,Sylius\\Component\\Core\\Model\\Product,Protex Paq. 0390 Avena por 110 Gr cada uno 5X6,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:543;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2505,Sylius\\Component\\Core\\Model\\Product,Protex Paq. 752 Fresh por 110 Gr cada uno 3X4,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:319;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2506,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 1699 Mini Cool Nigth Caj por 6 Unid,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:815;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2507,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 24/7 5313 Extreme por 50 Gr ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2508,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 2755 Multi-Protect X5 por 50 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2509,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 5329 Naturals & Protectpor 50 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2510,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 6425 Adn por 50 Gr ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:431;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2511,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 6822 Stainguard por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2512,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 7508 Fresh 60 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2513,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 8339 24/7 Waterproof por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2514,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 9049 Cool Fusion 24/7 por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2515,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo 9115 Cool Night 24/7 por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2516,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo Cool Azul por 50 Grs. 9792,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2517,Sylius\\Component\\Core\\Model\\Product,Speed S Barra Deo Cool Verde por 50 Grs. 9785,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2518,Sylius\\Component\\Core\\Model\\Product,Speed S Gel Deo 2816 Multi-Protect X5 por 85 Grs ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:515;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2519,Sylius\\Component\\Core\\Model\\Product,Speed S Gel Deo 6432 Adn por 85 Gr ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:607;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2520,Sylius\\Component\\Core\\Model\\Product,Speed S Gel Deo 9070 Cool Fusion 24/7 por 85 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:607;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2521,Sylius\\Component\\Core\\Model\\Product,Speed S Gel Deo 9139 Cool Night 24/7 por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:577;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2522,Sylius\\Component\\Core\\Model\\Product,Speed S Rol-On 6508 Mini Cool Night 24/7 por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:100;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2523,Sylius\\Component\\Core\\Model\\Product,Speed S Rol-On Deo 2588 Multi-Protect X5 por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:236;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2524,Sylius\\Component\\Core\\Model\\Product,Speed S Rol-On Deo 5299 Naturals & Protect por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:236;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2525,Sylius\\Component\\Core\\Model\\Product,Speed S Rol-On Deo 5344 Extreme 24/7 por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:236;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2526,Sylius\\Component\\Core\\Model\\Product,Speed S Rol-On Deo 6401 Adn por 85 Gr ,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:249;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2527,Sylius\\Component\\Core\\Model\\Product,Speed S Rol-On Deo 9047 Cool Night 24/7 por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:236;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2528,Sylius\\Component\\Core\\Model\\Product,Speed S Rol-On Deo Mini Cool Night 24/7 por 6 Fcos. de 30 ml. cada uno 5404,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:764;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2529,Sylius\\Component\\Core\\Model\\Product,Speed S Spray Deo 2564 24/7 Multi-Protect X5 por 100 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:512;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2530,Sylius\\Component\\Core\\Model\\Product,Speed S Spray Deo 5305 Naturals & Protect por 100 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:512;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,2531,Sylius\\Component\\Core\\Model\\Product,Speed S Spray Deo 5337 Extreme 24/7 por 100 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:512;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
